id,name,category,subtype,location,quantity,unit,unit_price_eur,valuation_date,value_eur,notes
0c584fce-95f6-484b-a6f0-10d5bba58766,House in Athens,Real Estate,Primary Residence,"Athens, Greece",105.00,square_meter,3000.00,2025-11-01,315000.00,Price per sqm as of 2025-11-01
db06f235-8132-4e96-b611-55220545599c,401k Retirement Account,Investment,401k,USD,119231.14,USD,1.00,2025-11-01,119231.14,USD account as of 2025-11-01
de973521-9e99-4a4a-8b6c-fd65e46055bd,House in Athens,Real Estate,Primary Residence,"Athens, Greece",105.0,square_meter,3000.0,2025-11-01,315000.0,
e95c4f8f-f524-4fa3-b000-07625e42b499,401k Retirement Account,Cash,USD,,119231.14,USD,0.8655011251514627,2025-11-01,103194.69,FX source=ECB; cache=.fx_cache.json
